accuracy,execution_time,memory_usage,precision,recall,f1_score,algorithm,dataset
0.9685185185185186,0.11660194396972656,699842560,0.9629629629629629,0.9669421487603306,0.9649484536082474,ada,dataset_1_1350_value.csv
0.9866666666666667,0.11988997459411621,654131200,0.9831081081081081,0.9897959183673469,0.9864406779661017,ada,dataset_1_1500_value.csv
0.9333333333333333,0.046442270278930664,684490752,0.92,0.92,0.92,ada,dataset_2_150_value.csv
0.9416666666666667,0.05563020706176758,648708096,0.9672131147540983,0.921875,0.944,ada,dataset_2_300_value.csv
0.9611111111111111,0.06219983100891113,591560704,0.9761904761904762,0.9425287356321839,0.95906432748538,ada,dataset_2_450_value.csv
0.95,0.07192087173461914,615858176,0.9829059829059829,0.92,0.9504132231404959,ada,dataset_2_600_value.csv
0.95,0.07817983627319336,615481344,0.9612903225806452,0.9430379746835443,0.952076677316294,ada,dataset_2_750_value.csv
0.9583333333333334,0.08674502372741699,617136128,0.9473684210526315,0.9642857142857143,0.9557522123893805,ada,dataset_2_900_value.csv
0.9404761904761905,0.09517121315002441,622739456,0.9715639810426541,0.9151785714285714,0.9425287356321839,ada,dataset_2_1050_value.csv
0.96875,0.10895299911499023,632356864,0.9748953974895398,0.9628099173553719,0.9688149688149689,ada,dataset_2_1200_value.csv
0.9666666666666667,0.12230086326599121,645939200,0.9786324786324786,0.9462809917355371,0.9621848739495797,ada,dataset_2_1350_value.csv
0.9533333333333334,0.14806103706359863,676806656,0.9889705882352942,0.9149659863945578,0.9505300353356891,ada,dataset_2_1500_value.csv
0.9333333333333333,0.04727292060852051,666779648,1.0,0.84,0.9130434782608696,ada,dataset_3_150_value.csv
0.9583333333333334,0.05858802795410156,665714688,0.9682539682539683,0.953125,0.9606299212598425,ada,dataset_3_300_value.csv
0.9666666666666667,0.07142782211303711,665600000,0.9655172413793104,0.9655172413793104,0.9655172413793104,ada,dataset_3_450_value.csv
0.9666666666666667,0.0751488208770752,660504576,0.975609756097561,0.96,0.9677419354838709,ada,dataset_3_600_value.csv
0.9766666666666667,0.08632588386535645,625115136,0.9808917197452229,0.9746835443037974,0.9777777777777777,ada,dataset_3_750_value.csv
0.9722222222222222,0.08748507499694824,693846016,0.9647058823529412,0.9761904761904762,0.9704142011834319,ada,dataset_3_900_value.csv
0.9738095238095238,0.09782981872558594,703315968,0.9953488372093023,0.9553571428571429,0.9749430523917996,ada,dataset_3_1050_value.csv
0.975,0.11687088012695312,717586432,0.9914529914529915,0.9586776859504132,0.9747899159663866,ada,dataset_3_1200_value.csv
0.9796296296296296,0.14445781707763672,709836800,0.9873417721518988,0.9669421487603306,0.977035490605428,ada,dataset_3_1350_value.csv
0.9633333333333334,0.15060186386108398,716374016,0.9788732394366197,0.9455782312925171,0.9619377162629758,ada,dataset_3_1500_value.csv
0.8666666666666667,0.04727911949157715,716455936,0.8148148148148148,0.88,0.8461538461538461,ada,dataset_4_150_value.csv
0.9416666666666667,0.08342504501342773,620396544,0.9384615384615385,0.953125,0.9457364341085271,ada,dataset_4_300_value.csv
0.95,0.08049678802490234,609468416,0.9642857142857143,0.9310344827586207,0.9473684210526316,ada,dataset_4_450_value.csv
0.9208333333333333,0.07808208465576172,627130368,0.9274193548387096,0.92,0.9236947791164659,ada,dataset_4_600_value.csv
0.95,0.08373022079467773,665141248,0.9798657718120806,0.9240506329113924,0.9511400651465798,ada,dataset_4_750_value.csv
0.9305555555555556,0.09275317192077637,680673280,0.9085714285714286,0.9464285714285714,0.9271137026239067,ada,dataset_4_900_value.csv
