"No.","Time","Source","Destination","Protocol","Length","Info"
"65","13.581679267","142.250.207.14","192.168.56.105","QUIC","1392","Protected Payload (KP0), DCID=61dfbc"
"66","13.581679298","142.250.207.14","192.168.56.105","QUIC","363","Protected Payload (KP0), DCID=61dfbc"
"67","13.581679370","142.250.207.14","192.168.56.105","QUIC","779","Protected Payload (KP0), DCID=61dfbc"
"68","13.581679401","142.250.207.14","192.168.56.105","QUIC","1392","Protected Payload (KP0), DCID=61dfbc"
"69","13.581679435","192.168.56.105","142.250.207.14","QUIC","73","Protected Payload (KP0), DCID=f3f5dda068989850"
"70","13.583239303","192.168.56.105","142.250.207.14","QUIC","73","Protected Payload (KP0), DCID=f3f5dda068989850"
"71","13.583239661","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"72","13.583239700","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"73","13.583706978","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"74","13.583707170","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"75","13.584307757","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"76","13.585783226","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"77","13.585783664","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"78","13.585783704","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"79","13.585783743","142.250.207.14","192.168.56.105","QUIC","381","Protected Payload (KP0), DCID=61dfbc"
"80","13.587840278","192.168.56.105","142.250.207.14","QUIC","73","Protected Payload (KP0), DCID=f3f5dda068989850"
"81","13.742583232","192.168.56.105","8.8.8.8","DNS","71","Standard query 0x783c A i.ytimg.com"
"82","13.744016340","192.168.56.105","8.8.8.8","DNS","71","Standard query 0xee39 AAAA i.ytimg.com"
"83","13.757330588","8.8.8.8","192.168.56.105","DNS","327","Standard query response 0x783c A i.ytimg.com A 142.251.42.182 A 142.251.42.214 A 142.251.222.54 A 172.217.26.246 A 172.217.31.150 A 172.217.161.86 A 142.250.198.22 A 172.217.31.182 A 172.217.161.54 A 142.250.207.22 A 172.217.175.22 A 172.217.175.54 A 142.250.207.54 A 142.250.196.118 A 142.250.196.150 A 142.250.199.118"
"84","13.757330992","8.8.8.8","192.168.56.105","DNS","183","Standard query response 0xee39 AAAA i.ytimg.com AAAA 2404:6800:4004:826::2016 AAAA 2404:6800:4004:827::2016 AAAA 2404:6800:4004:818::2016 AAAA 2404:6800:4004:801::2016"
"85","13.771667301","192.168.56.105","142.251.42.182","QUIC","1399","0-RTT, DCID=9daaa6e87746b633, SCID=ad57fc"
"86","13.781079008","192.168.56.105","142.251.42.182","QUIC","279","0-RTT, DCID=9daaa6e87746b633, SCID=ad57fc"
"87","13.809927799","142.251.42.182","192.168.56.105","QUIC","1399","Initial, DCID=ad57fc, SCID=ddaaa6e87746b633, PKN: 1, ACK, PADDING"
"88","13.813597498","192.168.56.105","8.8.8.8","DNS","80","Standard query 0xe748 A fonts.googleapis.com"
"89","13.814125160","192.168.56.105","8.8.8.8","DNS","80","Standard query 0x2954 AAAA fonts.googleapis.com"
"90","13.817905795","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"91","13.818705428","142.251.42.182","192.168.56.105","QUIC","657","Protected Payload (KP0), DCID=ad57fc"
"92","13.820684373","142.251.42.182","192.168.56.105","QUIC","69","Protected Payload (KP0), DCID=ad57fc"
"93","13.820684741","142.251.42.182","192.168.56.105","QUIC","183","Protected Payload (KP0), DCID=ad57fc"
"94","13.823224210","192.168.56.105","142.251.42.182","QUIC","204","Protected Payload (KP0), DCID=ddaaa6e87746b633"
"95","13.835948289","8.8.8.8","192.168.56.105","DNS","96","Standard query response 0xe748 A fonts.googleapis.com A 142.250.198.10"
"96","13.835948615","142.251.42.182","192.168.56.105","QUIC","165","Protected Payload (KP0), DCID=ad57fc"
"97","13.836680459","8.8.8.8","192.168.56.105","DNS","108","Standard query response 0x2954 AAAA fonts.googleapis.com AAAA 2404:6800:4004:828::200a"
"98","13.845874197","192.168.56.105","142.250.198.10","QUIC","1399","0-RTT, DCID=41273b98a3ebe0c0b5, SCID=56678f"
"99","13.858464195","142.251.42.182","192.168.56.105","QUIC","69","Protected Payload (KP0), DCID=ad57fc"
"100","13.874479089","192.168.56.105","142.251.42.182","QUIC","74","Protected Payload (KP0), DCID=ddaaa6e87746b633"
"101","13.880713252","142.251.42.182","192.168.56.105","QUIC","165","Protected Payload (KP0), DCID=ad57fc"
"102","13.880713578","192.168.56.105","142.251.42.182","QUIC","75","Protected Payload (KP0), DCID=ddaaa6e87746b633"
"103","13.885827922","142.250.198.10","192.168.56.105","QUIC","1399","Initial, DCID=56678f, SCID=c1273b98a3ebe0c0, PKN: 1, ACK, PADDING"
"104","13.893689517","142.250.198.10","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=56678f"
"105","13.893689960","142.250.198.10","192.168.56.105","QUIC","657","Protected Payload (KP0), DCID=56678f"
"106","13.895535686","192.168.56.105","142.250.198.10","QUIC","199","Protected Payload (KP0), DCID=c1273b98a3ebe0c0"
"107","13.895536122","142.250.198.10","192.168.56.105","QUIC","69","Protected Payload (KP0), DCID=56678f"
"108","13.906998073","192.168.56.105","142.250.198.10","QUIC","366","Protected Payload (KP0), DCID=c1273b98a3ebe0c0"
"109","13.909394190","142.250.198.10","192.168.56.105","QUIC","165","Protected Payload (KP0), DCID=56678f"
"110","13.916090396","142.250.198.10","192.168.56.105","QUIC","72","Protected Payload (KP0), DCID=56678f"
"111","13.922711298","192.168.56.105","142.250.198.10","QUIC","73","Protected Payload (KP0), DCID=c1273b98a3ebe0c0"
"112","13.940023122","192.168.56.105","142.250.198.10","QUIC","72","Protected Payload (KP0), DCID=c1273b98a3ebe0c0"
"113","13.941510583","192.168.56.105","142.250.207.14","QUIC","355","Protected Payload (KP0), DCID=f3f5dda068989850"
"114","13.943301592","192.168.56.105","142.250.207.14","QUIC","77","Protected Payload (KP0), DCID=f3f5dda068989850"
"115","13.945356633","192.168.56.105","142.250.207.14","QUIC","338","Protected Payload (KP0), DCID=f3f5dda068989850"
"116","13.947515542","192.168.56.105","142.250.207.14","QUIC","77","Protected Payload (KP0), DCID=f3f5dda068989850"
"117","13.947515889","192.168.56.105","142.250.207.14","QUIC","402","Protected Payload (KP0), DCID=f3f5dda068989850"
"118","13.953249776","142.250.198.10","192.168.56.105","QUIC","73","Protected Payload (KP0), DCID=56678f"
"119","13.954982770","142.250.207.14","192.168.56.105","QUIC","72","Protected Payload (KP0), DCID=61dfbc"
"120","13.954983119","142.250.207.14","192.168.56.105","QUIC","1395","Protected Payload (KP0), DCID=61dfbc"
"121","13.954983154","142.250.207.14","192.168.56.105","QUIC","963","Protected Payload (KP0), DCID=61dfbc"
"122","13.957102308","192.168.56.105","142.250.207.14","QUIC","83","Protected Payload (KP0), DCID=f3f5dda068989850"
"123","13.961750828","142.250.207.14","192.168.56.105","QUIC","72","Protected Payload (KP0), DCID=61dfbc"
"124","13.961751273","142.250.207.14","192.168.56.105","QUIC","460","Protected Payload (KP0), DCID=61dfbc"
"125","13.961751313","142.250.207.14","192.168.56.105","QUIC","72","Protected Payload (KP0), DCID=61dfbc"
"126","13.963180607","192.168.56.105","142.250.207.14","QUIC","78","Protected Payload (KP0), DCID=f3f5dda068989850"
"127","13.965553666","142.250.207.14","192.168.56.105","QUIC","1395","Protected Payload (KP0), DCID=61dfbc"
"128","13.965553851","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"129","13.965986169","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"130","13.970396502","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"131","13.970396868","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"132","13.970396912","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"133","13.970396963","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"134","13.970397013","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"135","13.970397062","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"136","13.971389365","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"137","13.971389674","142.250.207.14","192.168.56.105","QUIC","880","Protected Payload (KP0), DCID=61dfbc"
"138","13.974586314","192.168.56.105","142.250.207.14","QUIC","78","Protected Payload (KP0), DCID=f3f5dda068989850"
"139","13.976751641","142.250.207.14","192.168.56.105","QUIC","68","Protected Payload (KP0), DCID=61dfbc"
"140","13.978001564","192.168.56.105","142.250.198.10","QUIC","74","Protected Payload (KP0), DCID=c1273b98a3ebe0c0"
"141","14.019942876","142.250.207.14","192.168.56.105","QUIC","69","Protected Payload (KP0), DCID=61dfbc"
"142","14.207096133","142.250.207.14","192.168.56.105","QUIC","106","Protected Payload (KP0), DCID=61dfbc"
"143","14.229944607","142.250.207.14","192.168.56.105","QUIC","1392","Protected Payload (KP0), DCID=61dfbc"
"144","14.233177783","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"145","14.233178259","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"146","14.233178372","142.250.207.14","192.168.56.105","QUIC","1146","Protected Payload (KP0), DCID=61dfbc"
"147","14.233178406","142.250.207.14","192.168.56.105","QUIC","1392","Protected Payload (KP0), DCID=61dfbc"
"148","14.233178443","142.250.207.14","192.168.56.105","QUIC","575","Protected Payload (KP0), DCID=61dfbc"
"149","14.233178538","142.250.207.14","192.168.56.105","QUIC","1392","Protected Payload (KP0), DCID=61dfbc"
"150","14.235149985","192.168.56.105","142.250.207.14","QUIC","74","Protected Payload (KP0), DCID=f3f5dda068989850"
"151","14.235150359","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"152","14.235150449","142.250.207.14","192.168.56.105","QUIC","183","Protected Payload (KP0), DCID=61dfbc"
"153","14.235150541","142.250.207.14","192.168.56.105","QUIC","1392","Protected Payload (KP0), DCID=61dfbc"
"154","14.238560251","142.250.207.14","192.168.56.105","QUIC","692","Protected Payload (KP0), DCID=61dfbc"
"155","14.238560615","142.250.207.14","192.168.56.105","QUIC","1392","Protected Payload (KP0), DCID=61dfbc"
"156","14.238560756","142.250.207.14","192.168.56.105","QUIC","710","Protected Payload (KP0), DCID=61dfbc"
"157","14.238560789","142.250.207.14","192.168.56.105","QUIC","1392","Protected Payload (KP0), DCID=61dfbc"
"158","14.238560818","142.250.207.14","192.168.56.105","QUIC","796","Protected Payload (KP0), DCID=61dfbc"
"159","14.238560909","142.250.207.14","192.168.56.105","QUIC","1392","Protected Payload (KP0), DCID=61dfbc"
"160","14.238560944","142.250.207.14","192.168.56.105","QUIC","972","Protected Payload (KP0), DCID=61dfbc"
"161","14.241162817","142.250.207.14","192.168.56.105","QUIC","1392","Protected Payload (KP0), DCID=61dfbc"
"162","14.241772814","142.250.207.14","192.168.56.105","QUIC","784","Protected Payload (KP0), DCID=61dfbc"
"163","14.241773156","142.250.207.14","192.168.56.105","QUIC","1392","Protected Payload (KP0), DCID=61dfbc"
"164","14.242569382","142.250.207.14","192.168.56.105","QUIC","1040","Protected Payload (KP0), DCID=61dfbc"
"165","14.242569710","142.250.207.14","192.168.56.105","QUIC","1392","Protected Payload (KP0), DCID=61dfbc"
"166","14.242569740","142.250.207.14","192.168.56.105","QUIC","957","Protected Payload (KP0), DCID=61dfbc"
"167","14.242569767","142.250.207.14","192.168.56.105","QUIC","1392","Protected Payload (KP0), DCID=61dfbc"
"168","14.242569801","142.250.207.14","192.168.56.105","QUIC","596","Protected Payload (KP0), DCID=61dfbc"
"169","14.246007381","142.250.207.14","192.168.56.105","QUIC","1392","Protected Payload (KP0), DCID=61dfbc"
"170","14.247754276","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"171","14.248297587","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"172","14.249247606","142.250.207.14","192.168.56.105","QUIC","1097","Protected Payload (KP0), DCID=61dfbc"
"173","14.249247945","142.250.207.14","192.168.56.105","QUIC","1392","Protected Payload (KP0), DCID=61dfbc"
"174","14.249247980","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"175","14.250494646","142.250.207.14","192.168.56.105","QUIC","1339","Protected Payload (KP0), DCID=61dfbc"
"176","14.263436023","192.168.56.105","142.250.207.14","QUIC","75","Protected Payload (KP0), DCID=f3f5dda068989850"
"177","14.268667991","192.168.56.105","8.8.8.8","DNS","77","Standard query 0xc444 A fonts.gstatic.com"
"178","14.268668305","192.168.56.105","8.8.8.8","DNS","77","Standard query 0xff46 AAAA fonts.gstatic.com"
"179","14.279756087","8.8.8.8","192.168.56.105","DNS","93","Standard query response 0xc444 A fonts.gstatic.com A 142.251.42.195"
"180","14.279756380","8.8.8.8","192.168.56.105","DNS","105","Standard query response 0xff46 AAAA fonts.gstatic.com AAAA 2404:6800:4004:827::2003"
"181","14.504543788","192.168.56.105","142.250.207.14","QUIC","309","Protected Payload (KP0), DCID=f3f5dda068989850"
"182","14.519044920","142.250.207.14","192.168.56.105","QUIC","72","Protected Payload (KP0), DCID=61dfbc"
"183","14.532407551","192.168.56.105","142.250.207.14","QUIC","337","Protected Payload (KP0), DCID=f3f5dda068989850"
"184","14.541757953","192.168.56.105","142.250.207.14","QUIC","77","Protected Payload (KP0), DCID=f3f5dda068989850"
"185","14.543814291","142.250.207.14","192.168.56.105","QUIC","72","Protected Payload (KP0), DCID=61dfbc"
"186","14.545939300","192.168.56.105","142.250.207.14","QUIC","75","Protected Payload (KP0), DCID=f3f5dda068989850"
"187","14.549909276","142.250.207.14","192.168.56.105","QUIC","1395","Protected Payload (KP0), DCID=61dfbc"
"188","14.551635938","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"189","14.553553060","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"190","14.553975780","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"191","14.555300701","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"192","14.555301233","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"193","14.555301684","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"194","14.555301715","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"195","14.556083273","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"196","14.556083785","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"197","14.556083907","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"198","14.556084024","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"199","14.557682079","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"200","14.557682457","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"201","14.559041199","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"202","14.559042112","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"203","14.559042153","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"204","14.559042190","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"205","14.559042219","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"206","14.559593727","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"207","14.559594044","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"208","14.559594076","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"209","14.559594110","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"210","14.559594145","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"211","14.560032219","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"212","14.560032480","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"213","14.560032517","142.250.207.14","192.168.56.105","QUIC","76","Protected Payload (KP0), DCID=61dfbc"
"214","14.567264317","142.250.207.14","192.168.56.105","QUIC","1395","Protected Payload (KP0), DCID=61dfbc"
"215","14.567265092","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"216","14.568844246","142.250.207.14","192.168.56.105","QUIC","282","Protected Payload (KP0), DCID=61dfbc"
"217","14.568844629","142.250.207.14","192.168.56.105","QUIC","70","Protected Payload (KP0), DCID=61dfbc"
"218","14.570303872","142.250.207.14","192.168.56.105","QUIC","287","Protected Payload (KP0), DCID=61dfbc"
"219","14.575357250","192.168.56.105","142.250.207.14","QUIC","81","Protected Payload (KP0), DCID=f3f5dda068989850"
"220","14.608943933","142.250.207.14","192.168.56.105","QUIC","69","Protected Payload (KP0), DCID=61dfbc"
"221","15.015475391","192.168.56.105","142.250.207.14","QUIC","344","Protected Payload (KP0), DCID=f3f5dda068989850"
"222","15.017379191","192.168.56.105","142.250.207.14","QUIC","77","Protected Payload (KP0), DCID=f3f5dda068989850"
"223","15.018421072","192.168.56.105","142.250.207.14","QUIC","338","Protected Payload (KP0), DCID=f3f5dda068989850"
"224","15.023205915","192.168.56.105","142.250.207.14","QUIC","77","Protected Payload (KP0), DCID=f3f5dda068989850"
"225","15.025841626","142.250.207.14","192.168.56.105","QUIC","72","Protected Payload (KP0), DCID=61dfbc"
"226","15.025841994","142.250.207.14","192.168.56.105","QUIC","1395","Protected Payload (KP0), DCID=61dfbc"
"227","15.026983483","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"228","15.026983824","142.250.207.14","192.168.56.105","QUIC","269","Protected Payload (KP0), DCID=61dfbc"
"229","15.029101874","142.250.207.14","192.168.56.105","QUIC","72","Protected Payload (KP0), DCID=61dfbc"
"230","15.029563119","192.168.56.105","142.250.207.14","QUIC","80","Protected Payload (KP0), DCID=f3f5dda068989850"
"231","15.030399708","142.250.207.14","192.168.56.105","QUIC","498","Protected Payload (KP0), DCID=61dfbc"
"232","15.031527280","192.168.56.105","142.250.207.14","QUIC","73","Protected Payload (KP0), DCID=f3f5dda068989850"
"233","15.041193376","142.250.207.14","192.168.56.105","QUIC","68","Protected Payload (KP0), DCID=61dfbc"
"234","15.055364832","192.168.56.105","142.250.207.14","QUIC","76","Protected Payload (KP0), DCID=f3f5dda068989850"
"235","15.065097359","142.250.207.14","192.168.56.105","QUIC","69","Protected Payload (KP0), DCID=61dfbc"
"236","15.864369545","192.168.56.105","8.8.8.8","DNS","87","Standard query 0xa0af A googleads.g.doubleclick.net"
"237","15.867354433","192.168.56.105","8.8.8.8","DNS","87","Standard query 0x78ad AAAA googleads.g.doubleclick.net"
"238","15.878485807","8.8.8.8","192.168.56.105","DNS","103","Standard query response 0xa0af A googleads.g.doubleclick.net A 172.217.175.34"
"239","15.917114890","8.8.8.8","192.168.56.105","DNS","115","Standard query response 0x78ad AAAA googleads.g.doubleclick.net AAAA 2404:6800:4004:824::2002"
"240","15.920781937","192.168.56.105","172.217.175.34","QUIC","1399","0-RTT, DCID=d28283b8a32fd8a6, SCID=16537e"
"241","15.929166004","192.168.56.105","172.217.175.34","QUIC","317","0-RTT, DCID=d28283b8a32fd8a6, SCID=16537e"
"242","15.958028066","172.217.175.34","192.168.56.105","QUIC","1399","Initial, DCID=16537e, SCID=d28283b8a32fd8a6, PKN: 1, ACK, PADDING"
"243","15.969976176","172.217.175.34","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=16537e"
"244","15.973062831","172.217.175.34","192.168.56.105","QUIC","657","Protected Payload (KP0), DCID=16537e"
"245","15.973063154","172.217.175.34","192.168.56.105","QUIC","69","Protected Payload (KP0), DCID=16537e"
"246","15.978504387","192.168.56.105","172.217.175.34","TCP","74","37666  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=4186232824 TSecr=0 WS=128"
"247","15.983737784","192.168.56.105","172.217.175.34","QUIC","200","Protected Payload (KP0), DCID=d28283b8a32fd8a6"
"248","15.989611670","172.217.175.34","192.168.56.105","TCP","60","443  >  37666 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"249","15.990171191","192.168.56.105","172.217.175.34","TCP","60","37666  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"250","15.993458518","172.217.175.34","192.168.56.105","QUIC","165","Protected Payload (KP0), DCID=16537e"
"251","15.993459016","172.217.175.34","192.168.56.105","QUIC","67","Protected Payload (KP0), DCID=16537e"
"252","15.997071228","192.168.56.105","172.217.175.34","QUIC","73","Protected Payload (KP0), DCID=d28283b8a32fd8a6"
"253","16.000946552","192.168.56.105","172.217.175.34","TLSv1.3","726","Client Hello"
"254","16.002243418","172.217.175.34","192.168.56.105","TCP","60","443  >  37666 [ACK] Seq=1 Ack=673 Win=65535 Len=0"
"255","16.004019029","192.168.56.105","172.217.175.34","TLSv1.3","60","Change Cipher Spec"
"256","16.005353820","172.217.175.34","192.168.56.105","TCP","60","443  >  37666 [ACK] Seq=1 Ack=679 Win=65535 Len=0"
"257","16.010081708","172.217.175.34","192.168.56.105","QUIC","486","Protected Payload (KP0), DCID=16537e"
"258","16.010082039","172.217.175.34","192.168.56.105","QUIC","66","Protected Payload (KP0), DCID=16537e"
"259","16.014096967","192.168.56.105","172.217.175.34","TLSv1.3","224","Application Data"
"260","16.015359037","172.217.175.34","192.168.56.105","TCP","60","443  >  37666 [ACK] Seq=1 Ack=849 Win=65535 Len=0"
"261","16.019489991","192.168.56.105","172.217.175.34","QUIC","79","Protected Payload (KP0), DCID=d28283b8a32fd8a6"
"262","16.045705920","172.217.175.34","192.168.56.105","TLSv1.3","884","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data"
"263","16.045706257","192.168.56.105","172.217.175.34","TCP","60","37666  >  443 [ACK] Seq=849 Ack=831 Win=63910 Len=0"
"264","16.047745197","172.217.175.34","192.168.56.105","TLSv1.3","85","Application Data"
"265","16.048637384","192.168.56.105","172.217.175.34","TCP","60","37666  >  443 [ACK] Seq=849 Ack=862 Win=63910 Len=0"
"266","16.049702368","192.168.56.105","172.217.175.34","TLSv1.3","138","Application Data, Application Data"
"267","16.050636969","172.217.175.34","192.168.56.105","TCP","60","443  >  37666 [ACK] Seq=862 Ack=933 Win=65535 Len=0"
"268","16.052954826","192.168.56.105","172.217.175.34","TLSv1.3","85","Application Data"
"269","16.053668284","172.217.175.34","192.168.56.105","QUIC","69","Protected Payload (KP0), DCID=16537e"
"270","16.054574375","172.217.175.34","192.168.56.105","TCP","60","443  >  37666 [ACK] Seq=862 Ack=964 Win=65535 Len=0"
"271","16.145921414","192.168.56.105","142.250.207.14","QUIC","697","Protected Payload (KP0), DCID=f3f5dda068989850"
"272","16.152889406","142.250.207.14","192.168.56.105","QUIC","73","Protected Payload (KP0), DCID=61dfbc"
"273","16.169834453","192.168.56.105","142.250.207.14","QUIC","380","Protected Payload (KP0), DCID=f3f5dda068989850"
"274","16.178225181","192.168.56.105","142.250.207.14","QUIC","76","Protected Payload (KP0), DCID=f3f5dda068989850"
"275","16.182779044","142.250.207.14","192.168.56.105","QUIC","72","Protected Payload (KP0), DCID=61dfbc"
"276","16.189030906","192.168.56.105","172.217.175.34","QUIC","231","Protected Payload (KP0), DCID=d28283b8a32fd8a6"
"277","16.197444864","172.217.175.34","192.168.56.105","QUIC","72","Protected Payload (KP0), DCID=16537e"
"278","16.199570936","192.168.56.105","142.250.207.14","QUIC","382","Protected Payload (KP0), DCID=f3f5dda068989850"
"279","16.205180525","192.168.56.105","142.250.207.14","QUIC","76","Protected Payload (KP0), DCID=f3f5dda068989850"
"280","16.211429117","142.250.207.14","192.168.56.105","QUIC","72","Protected Payload (KP0), DCID=61dfbc"
"281","16.211429499","142.250.207.14","192.168.56.105","QUIC","1395","Protected Payload (KP0), DCID=61dfbc"
"282","16.213887855","192.168.56.105","142.250.207.14","QUIC","80","Protected Payload (KP0), DCID=f3f5dda068989850"
"283","16.213888303","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"284","16.213888345","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"285","16.214390530","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"286","16.214390726","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"287","16.214789086","142.250.207.14","192.168.56.105","QUIC","234","Protected Payload (KP0), DCID=61dfbc"
"288","16.215807602","142.250.207.14","192.168.56.105","QUIC","67","Protected Payload (KP0), DCID=61dfbc"
"289","16.217411137","192.168.56.105","142.250.207.14","QUIC","75","Protected Payload (KP0), DCID=f3f5dda068989850"
"290","16.220203839","192.168.56.105","172.217.175.34","QUIC","74","Protected Payload (KP0), DCID=d28283b8a32fd8a6"
"291","16.243938808","172.217.175.34","192.168.56.105","QUIC","268","Protected Payload (KP0), DCID=16537e"
"292","16.244838384","172.217.175.34","192.168.56.105","QUIC","204","Protected Payload (KP0), DCID=16537e"
"293","16.246451176","192.168.56.105","172.217.175.34","QUIC","78","Protected Payload (KP0), DCID=d28283b8a32fd8a6"
"294","16.249932776","142.250.207.14","192.168.56.105","QUIC","69","Protected Payload (KP0), DCID=61dfbc"
"295","16.273157329","142.250.207.14","192.168.56.105","QUIC","1395","Protected Payload (KP0), DCID=61dfbc"
"296","16.273157952","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"297","16.273158009","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"298","16.274399591","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"299","16.275046993","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"300","16.275047380","192.168.56.105","142.250.207.14","QUIC","80","Protected Payload (KP0), DCID=f3f5dda068989850"
"301","16.275047416","142.250.207.14","192.168.56.105","QUIC","94","Protected Payload (KP0), DCID=61dfbc"
"302","16.275047462","142.250.207.14","192.168.56.105","QUIC","67","Protected Payload (KP0), DCID=61dfbc"
"303","16.285415707","172.217.175.34","192.168.56.105","QUIC","69","Protected Payload (KP0), DCID=16537e"
"304","16.285416125","142.250.207.14","192.168.56.105","QUIC","1395","Protected Payload (KP0), DCID=61dfbc"
"305","16.285416177","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"306","16.286442524","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
