"No.","Time","Source","Destination","Protocol","Length","Info"
"307","16.286972693","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"308","16.286972841","142.250.207.14","192.168.56.105","QUIC","957","Protected Payload (KP0), DCID=61dfbc"
"309","16.286972930","142.250.207.14","192.168.56.105","QUIC","67","Protected Payload (KP0), DCID=61dfbc"
"310","16.299154764","142.250.207.14","192.168.56.105","QUIC","1395","Protected Payload (KP0), DCID=61dfbc"
"311","16.299155123","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"312","16.301396670","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"313","16.301397003","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"314","16.302615942","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"315","16.302616274","142.250.207.14","192.168.56.105","QUIC","417","Protected Payload (KP0), DCID=61dfbc"
"316","16.305013757","192.168.56.105","142.250.207.14","QUIC","82","Protected Payload (KP0), DCID=f3f5dda068989850"
"317","16.346844858","142.250.207.14","192.168.56.105","QUIC","69","Protected Payload (KP0), DCID=61dfbc"
"318","16.415594663","192.168.56.105","34.107.221.82","TCP","60","[TCP Dup ACK 15#1] 53744  >  80 [ACK] Seq=1 Ack=1 Win=64024 Len=0"
"319","16.415595069","34.107.221.82","192.168.56.105","TCP","60","[TCP Dup ACK 16#1] 80  >  53744 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"320","16.996088636","192.168.56.105","142.251.42.195","QUIC","1399","0-RTT, DCID=f99a164690771f9a, SCID=14a9b0"
"321","17.000829216","192.168.56.105","142.251.42.195","QUIC","83","0-RTT, DCID=f99a164690771f9a, SCID=14a9b0"
"322","17.033385880","142.251.42.195","192.168.56.105","QUIC","1399","Initial, DCID=14a9b0, SCID=f99a164690771f9a, PKN: 1, ACK, PADDING"
"323","17.043417979","142.251.42.195","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=14a9b0"
"324","17.045024597","142.251.42.195","192.168.56.105","QUIC","657","Protected Payload (KP0), DCID=14a9b0"
"325","17.045024975","142.251.42.195","192.168.56.105","QUIC","69","Protected Payload (KP0), DCID=14a9b0"
"326","17.046078080","142.251.42.195","192.168.56.105","QUIC","504","Protected Payload (KP0), DCID=14a9b0"
"327","17.047620270","192.168.56.105","142.251.42.195","QUIC","275","Protected Payload (KP0), DCID=f99a164690771f9a"
"328","17.058733119","142.251.42.195","192.168.56.105","QUIC","165","Protected Payload (KP0), DCID=14a9b0"
"329","17.080880387","192.168.56.105","142.251.42.195","QUIC","74","Protected Payload (KP0), DCID=f99a164690771f9a"
"330","17.084287130","142.251.42.195","192.168.56.105","QUIC","69","Protected Payload (KP0), DCID=14a9b0"
"331","17.182951478","192.168.56.105","142.250.207.14","QUIC","288","Protected Payload (KP0), DCID=f3f5dda068989850"
"332","17.196959776","142.250.207.14","192.168.56.105","QUIC","72","Protected Payload (KP0), DCID=61dfbc"
"333","17.218432261","192.168.56.105","142.250.207.14","QUIC","76","Protected Payload (KP0), DCID=f3f5dda068989850"
"334","17.259430121","192.168.56.105","142.250.207.14","QUIC","1399","Protected Payload (KP0), DCID=f3f5dda068989850"
"335","17.259430499","142.250.207.14","192.168.56.105","QUIC","1395","Protected Payload (KP0), DCID=61dfbc"
"336","17.259430544","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"337","17.259430590","142.250.207.14","192.168.56.105","QUIC","215","Protected Payload (KP0), DCID=61dfbc"
"338","17.261724056","142.250.207.14","192.168.56.105","QUIC","93","Protected Payload (KP0), DCID=61dfbc"
"339","17.263924648","192.168.56.105","142.250.207.14","QUIC","1160","Protected Payload (KP0), DCID=f3f5dda068989850"
"340","17.271597750","192.168.56.105","142.250.207.14","QUIC","80","Protected Payload (KP0), DCID=f3f5dda068989850"
"341","17.277378437","142.250.207.14","192.168.56.105","QUIC","72","Protected Payload (KP0), DCID=61dfbc"
"342","17.282583374","192.168.56.105","142.250.207.14","QUIC","75","Protected Payload (KP0), DCID=f3f5dda068989850"
"343","17.305976111","142.250.207.14","192.168.56.105","QUIC","69","Protected Payload (KP0), DCID=61dfbc"
"344","17.323168623","142.250.207.14","192.168.56.105","QUIC","1395","Protected Payload (KP0), DCID=61dfbc"
"345","17.325689710","142.250.207.14","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=61dfbc"
"346","17.326141114","142.250.207.14","192.168.56.105","QUIC","707","Protected Payload (KP0), DCID=61dfbc"
"347","17.326141304","192.168.56.105","142.250.207.14","QUIC","73","Protected Payload (KP0), DCID=f3f5dda068989850"
"348","17.327176260","142.250.207.14","192.168.56.105","QUIC","98","Protected Payload (KP0), DCID=61dfbc"
"349","17.329744867","192.168.56.105","142.250.207.14","QUIC","75","Protected Payload (KP0), DCID=f3f5dda068989850"
"350","17.361823973","142.250.207.14","192.168.56.105","QUIC","69","Protected Payload (KP0), DCID=61dfbc"
"351","18.174522326","192.168.56.105","34.120.115.102","TLSv1.2","93","Application Data"
"352","18.174522624","192.168.56.105","34.117.237.239","TLSv1.2","93","Application Data"
"353","18.174522651","34.120.115.102","192.168.56.105","TCP","60","443  >  58312 [ACK] Seq=118 Ack=157 Win=65535 Len=0"
"354","18.174522679","34.117.237.239","192.168.56.105","TCP","60","443  >  50880 [ACK] Seq=118 Ack=157 Win=65535 Len=0"
"355","18.179774117","34.117.237.239","192.168.56.105","TLSv1.2","107","Application Data"
"356","18.179774498","34.120.115.102","192.168.56.105","TLSv1.2","107","Application Data"
"357","18.180710245","192.168.56.105","34.117.237.239","TCP","60","50880  >  443 [ACK] Seq=157 Ack=171 Win=62780 Len=0"
"358","18.180710399","192.168.56.105","34.120.115.102","TCP","60","58312  >  443 [ACK] Seq=157 Ack=171 Win=62780 Len=0"
"359","18.183510211","34.117.237.239","192.168.56.105","TCP","60","443  >  50880 [FIN, ACK] Seq=171 Ack=157 Win=65535 Len=0"
"360","18.183510496","34.120.115.102","192.168.56.105","TCP","60","443  >  58312 [FIN, ACK] Seq=171 Ack=157 Win=65535 Len=0"
"361","18.189679175","192.168.56.105","34.120.115.102","TLSv1.2","93","Application Data"
"362","18.189679517","192.168.56.105","34.117.237.239","TLSv1.2","93","Application Data"
"363","18.189679557","34.120.115.102","192.168.56.105","TCP","60","443  >  58312 [ACK] Seq=172 Ack=196 Win=65535 Len=0"
"364","18.190935920","34.117.237.239","192.168.56.105","TCP","60","443  >  50880 [ACK] Seq=172 Ack=196 Win=65535 Len=0"
"365","18.193592638","192.168.56.105","34.117.237.239","TLSv1.2","78","Application Data"
"366","18.193592992","192.168.56.105","34.117.237.239","TCP","60","50880  >  443 [FIN, ACK] Seq=220 Ack=172 Win=62780 Len=0"
"367","18.195204419","34.117.237.239","192.168.56.105","TCP","60","443  >  50880 [ACK] Seq=172 Ack=220 Win=65535 Len=0"
"368","18.195204783","34.117.237.239","192.168.56.105","TCP","60","443  >  50880 [ACK] Seq=172 Ack=221 Win=65535 Len=0"
"369","18.198413909","34.120.115.102","192.168.56.105","TCP","60","443  >  58312 [RST, ACK] Seq=172 Ack=196 Win=65535 Len=0"
"370","18.198414291","192.168.56.105","34.120.115.102","TLSv1.2","78","Application Data"
"371","18.198828223","192.168.56.105","34.120.115.102","TCP","60","58312  >  443 [FIN, ACK] Seq=220 Ack=172 Win=62780 Len=0"
"372","18.199773705","34.120.115.102","192.168.56.105","TCP","60","443  >  58312 [RST] Seq=172 Win=0 Len=0"
"373","18.199774320","34.120.115.102","192.168.56.105","TCP","60","443  >  58312 [RST] Seq=172 Win=0 Len=0"
"374","18.354409431","192.168.56.105","8.8.8.8","DNS","76","Standard query 0xf590 A www.google.co.jp"
"375","18.357804256","192.168.56.105","8.8.8.8","DNS","74","Standard query 0x365c A www.google.com"
"376","18.357804609","192.168.56.105","8.8.8.8","DNS","74","Standard query 0xab5e AAAA www.google.com"
"377","18.360172722","192.168.56.105","8.8.8.8","DNS","76","Standard query 0xff96 AAAA www.google.co.jp"
"378","18.367351561","8.8.8.8","192.168.56.105","DNS","92","Standard query response 0xf590 A www.google.co.jp A 172.217.175.3"
"379","18.375026738","8.8.8.8","192.168.56.105","DNS","90","Standard query response 0x365c A www.google.com A 142.251.42.196"
"380","18.375027186","8.8.8.8","192.168.56.105","DNS","104","Standard query response 0xff96 AAAA www.google.co.jp AAAA 2404:6800:4004:81c::2003"
"381","18.376700072","8.8.8.8","192.168.56.105","DNS","102","Standard query response 0xab5e AAAA www.google.com AAAA 2404:6800:4004:827::2004"
"382","18.377586951","192.168.56.105","172.217.175.3","QUIC","1399","0-RTT, DCID=accc55a228035bd7, SCID=462c83"
"383","18.380120377","192.168.56.105","172.217.175.3","QUIC","619","0-RTT, DCID=accc55a228035bd7, SCID=462c83"
"384","18.382209254","192.168.56.105","142.251.42.196","QUIC","1399","0-RTT, DCID=ae8b702cfd62e921, SCID=9b29fc"
"385","18.384345854","192.168.56.105","142.251.42.196","QUIC","617","0-RTT, DCID=ae8b702cfd62e921, SCID=9b29fc"
"386","18.413929657","172.217.175.3","192.168.56.105","QUIC","1399","Initial, DCID=462c83, SCID=eccc55a228035bd7, PKN: 1, ACK, PADDING"
"387","18.418376188","142.251.42.196","192.168.56.105","QUIC","1399","Initial, DCID=9b29fc, SCID=ee8b702cfd62e921, PKN: 1, ACK, PADDING"
"388","18.428288234","142.251.42.196","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=9b29fc"
"389","18.428288576","172.217.175.3","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=462c83"
"390","18.428288615","142.251.42.196","192.168.56.105","QUIC","657","Protected Payload (KP0), DCID=9b29fc"
"391","18.430527743","142.251.42.196","192.168.56.105","QUIC","69","Protected Payload (KP0), DCID=9b29fc"
"392","18.430528160","172.217.175.3","192.168.56.105","QUIC","657","Protected Payload (KP0), DCID=462c83"
"393","18.431004270","142.251.42.196","192.168.56.105","QUIC","67","Protected Payload (KP0), DCID=9b29fc"
"394","18.431004496","172.217.175.3","192.168.56.105","QUIC","69","Protected Payload (KP0), DCID=462c83"
"395","18.431989131","172.217.175.3","192.168.56.105","QUIC","67","Protected Payload (KP0), DCID=462c83"
"396","18.443769714","192.168.56.105","172.217.175.3","QUIC","271","Protected Payload (KP0), DCID=eccc55a228035bd7"
"397","18.447218091","192.168.56.105","142.251.42.196","QUIC","271","Protected Payload (KP0), DCID=ee8b702cfd62e921"
"398","18.456316162","172.217.175.3","192.168.56.105","QUIC","165","Protected Payload (KP0), DCID=462c83"
"399","18.463722818","142.251.42.196","192.168.56.105","QUIC","165","Protected Payload (KP0), DCID=9b29fc"
"400","18.464260429","172.217.175.3","192.168.56.105","QUIC","398","Protected Payload (KP0), DCID=462c83"
"401","18.464260698","142.251.42.196","192.168.56.105","QUIC","398","Protected Payload (KP0), DCID=9b29fc"
"402","18.464260735","172.217.175.3","192.168.56.105","QUIC","66","Protected Payload (KP0), DCID=462c83"
"403","18.464260783","142.251.42.196","192.168.56.105","QUIC","66","Protected Payload (KP0), DCID=9b29fc"
"404","18.465949215","192.168.56.105","172.217.175.3","QUIC","78","Protected Payload (KP0), DCID=eccc55a228035bd7"
"405","18.467035089","192.168.56.105","142.251.42.196","QUIC","78","Protected Payload (KP0), DCID=ee8b702cfd62e921"
"406","18.502794322","172.217.175.3","192.168.56.105","QUIC","69","Protected Payload (KP0), DCID=462c83"
"407","18.503545495","142.251.42.196","192.168.56.105","QUIC","69","Protected Payload (KP0), DCID=9b29fc"
"408","18.505922040","192.168.56.105","142.251.42.182","QUIC","325","Protected Payload (KP0), DCID=ddaaa6e87746b633"
"409","18.510277874","192.168.56.105","142.251.42.182","QUIC","307","Protected Payload (KP0), DCID=ddaaa6e87746b633"
"410","18.514896896","142.251.42.182","192.168.56.105","QUIC","72","Protected Payload (KP0), DCID=ad57fc"
"411","18.515265529","142.251.42.182","192.168.56.105","QUIC","1395","Protected Payload (KP0), DCID=ad57fc"
"412","18.516593422","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"413","18.518245719","192.168.56.105","142.251.42.182","QUIC","78","Protected Payload (KP0), DCID=ddaaa6e87746b633"
"414","18.527978434","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"415","18.527979205","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"416","18.527979238","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"417","18.527979277","192.168.56.105","142.251.42.182","QUIC","73","Protected Payload (KP0), DCID=ddaaa6e87746b633"
"418","18.527979322","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"419","18.527979365","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"420","18.527979412","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"421","18.527979451","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"422","18.528614675","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"423","18.528614838","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"424","18.529205708","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"425","18.529205836","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"426","18.529205892","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"427","18.529205940","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"428","18.529206046","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"429","18.529639323","142.251.42.182","192.168.56.105","QUIC","68","Protected Payload (KP0), DCID=ad57fc"
"430","18.531834968","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"431","18.531835431","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"432","18.531835466","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"433","18.531835500","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"434","18.533625166","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"435","18.534568219","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"436","18.534568591","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"437","18.535066366","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"438","18.537702207","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"439","18.537702606","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"440","18.537702645","192.168.56.105","142.251.42.182","QUIC","73","Protected Payload (KP0), DCID=ddaaa6e87746b633"
"441","18.539875901","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"442","18.539876326","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"443","18.539876423","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"444","18.540957016","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"445","18.540957340","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"446","18.540957441","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"447","18.543125093","192.168.56.105","142.251.42.182","QUIC","73","Protected Payload (KP0), DCID=ddaaa6e87746b633"
"448","18.544090839","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"449","18.544091233","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"450","18.544091263","142.251.42.182","192.168.56.105","QUIC","360","Protected Payload (KP0), DCID=ad57fc"
"451","18.545308120","192.168.56.105","142.251.42.182","QUIC","73","Protected Payload (KP0), DCID=ddaaa6e87746b633"
"452","18.547743583","192.168.56.105","142.251.42.182","QUIC","304","Protected Payload (KP0), DCID=ddaaa6e87746b633"
"453","18.552746763","192.168.56.105","142.251.42.182","QUIC","306","Protected Payload (KP0), DCID=ddaaa6e87746b633"
"454","18.556494400","192.168.56.105","8.8.8.8","DNS","73","Standard query 0x4d6a A yt3.ggpht.com"
"455","18.556494925","192.168.56.105","8.8.8.8","DNS","73","Standard query 0xc96f AAAA yt3.ggpht.com"
"456","18.557906426","142.251.42.182","192.168.56.105","QUIC","69","Protected Payload (KP0), DCID=ad57fc"
"457","18.559401291","142.251.42.182","192.168.56.105","QUIC","73","Protected Payload (KP0), DCID=ad57fc"
"458","18.563824707","142.251.42.182","192.168.56.105","QUIC","1395","Protected Payload (KP0), DCID=ad57fc"
"459","18.564388419","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"460","18.565693187","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"461","18.565693491","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"462","18.567569575","192.168.56.105","142.251.42.182","QUIC","78","Protected Payload (KP0), DCID=ddaaa6e87746b633"
"463","18.569142346","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"464","18.569142666","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"465","18.569142705","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"466","18.569142736","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"467","18.570204232","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"468","18.570204548","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"469","18.570204702","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"470","18.570204742","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"471","18.570204871","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"472","18.570687541","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"473","18.570687757","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"474","18.570687804","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"475","18.571253846","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"476","18.571254209","142.251.42.182","192.168.56.105","QUIC","69","Protected Payload (KP0), DCID=ad57fc"
"477","18.571254251","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"478","18.571254298","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"479","18.571254345","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"480","18.571254391","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"481","18.571727432","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"482","18.571727709","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"483","18.571727756","142.251.42.182","192.168.56.105","QUIC","799","Protected Payload (KP0), DCID=ad57fc"
"484","18.572175843","142.251.42.182","192.168.56.105","QUIC","1395","Protected Payload (KP0), DCID=ad57fc"
"485","18.572176058","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"486","18.572176094","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"487","18.572176144","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"488","18.574423195","8.8.8.8","192.168.56.105","DNS","146","Standard query response 0xc96f AAAA yt3.ggpht.com CNAME photos-ugc.l.googleusercontent.com AAAA 2404:6800:4004:823::2001"
"489","18.574423510","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"490","18.575325134","8.8.8.8","192.168.56.105","DNS","134","Standard query response 0x4d6a A yt3.ggpht.com CNAME photos-ugc.l.googleusercontent.com A 142.250.199.97"
"491","18.575325319","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"492","18.575325583","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"493","18.575912923","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"494","18.575913131","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"495","18.575913175","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"496","18.575913229","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"497","18.575913330","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"498","18.576308408","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"499","18.577880065","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"500","18.578313550","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"501","18.579349212","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"502","18.579349443","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"503","18.579349485","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"504","18.579908688","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"505","18.579908995","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"506","18.579909026","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"507","18.579909062","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"508","18.579909501","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"509","18.580405328","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"510","18.580405816","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"511","18.580405860","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"512","18.582949315","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"513","18.582949652","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"514","18.584222554","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"515","18.584222938","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"516","18.584897572","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"517","18.584897741","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"518","18.584897785","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"519","18.586493620","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"520","18.586493995","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"521","18.586494038","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"522","18.586494095","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"523","18.586494137","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"524","18.586494245","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"525","18.586494333","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"526","18.586985575","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"527","18.588201557","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"528","18.588202015","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"529","18.589551419","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"530","18.589551658","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"531","18.589551696","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"532","18.589551790","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"533","18.589551893","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"534","18.607131847","192.168.56.105","142.251.42.182","QUIC","82","Protected Payload (KP0), DCID=ddaaa6e87746b633"
"535","18.609528781","192.168.56.105","142.251.42.182","QUIC","80","Protected Payload (KP0), DCID=ddaaa6e87746b633"
"536","18.610161859","192.168.56.105","142.250.199.97","QUIC","1399","0-RTT, DCID=70dafa42b9d97b0f942ef147ce4d4fc7e7, SCID=d5c671"
"537","18.611816339","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"538","18.614009346","192.168.56.105","142.250.199.97","QUIC","394","0-RTT, DCID=70dafa42b9d97b0f942ef147ce4d4fc7e7, SCID=d5c671"
"539","18.614416965","192.168.56.105","142.251.42.182","QUIC","77","Protected Payload (KP0), DCID=ddaaa6e87746b633"
"540","18.617970102","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"541","18.619575461","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"542","18.619575767","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"543","18.620792815","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"544","18.620793215","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"545","18.621593869","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"546","18.621594113","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"547","18.621594162","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"548","18.622072113","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"549","18.623076110","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"550","18.623076477","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
"551","18.623076591","142.251.42.182","192.168.56.105","QUIC","1399","Protected Payload (KP0), DCID=ad57fc"
